dimension_reduction_type,model,C,gamma,rmse,mae,r2,spearman_r,within_1_acc,qwk
"Ridge->PCA (top-100, 95%var) + SMOTE",SVR (rbf),0.1,scale,1.445414575268945,1.211129050218012,0.17752466611664375,0.49139565126453416,0.5909090909090909,0.15486725663716816
"Ridge->PCA (top-100, 95%var) + SMOTE",SVR (rbf),0.1,auto,1.445414575268945,1.211129050218012,0.17752466611664375,0.49139565126453416,0.5909090909090909,0.15486725663716816
"Ridge->PCA (top-100, 95%var) + SMOTE",SVR (rbf),1.0,scale,1.30600410223254,1.0843103418327507,0.32852924088744506,0.5471779918978601,0.7272727272727273,0.29711905588337384
"Ridge->PCA (top-100, 95%var) + SMOTE",SVR (rbf),1.0,auto,1.30600410223254,1.0843103418327507,0.32852924088744506,0.5471779918978601,0.7272727272727273,0.29711905588337384
"Ridge->PCA (top-100, 95%var) + SMOTE",SVR (rbf),10.0,scale,1.3290092506140294,1.0720404040504599,0.30466509573679956,0.5476807432728422,0.7454545454545455,0.3278688524590164
"Ridge->PCA (top-100, 95%var) + SMOTE",SVR (rbf),10.0,auto,1.3290092506140294,1.0720404040504599,0.30466509573679956,0.5476807432728422,0.7454545454545455,0.3278688524590164
"ElasticNet (top-200, l1r=0.5) + SMOTE",SVR (rbf),0.1,scale,1.3706062974872233,1.14234739203207,0.2604569353588374,0.5724769945747074,0.6818181818181818,0.24555273189326554
"ElasticNet (top-200, l1r=0.5) + SMOTE",SVR (rbf),0.1,auto,1.370606297487223,1.1423473920320697,0.2604569353588375,0.5724769945747074,0.6818181818181818,0.24555273189326554
"ElasticNet (top-200, l1r=0.5) + SMOTE",SVR (rbf),1.0,scale,1.2119540075826252,0.9947955048896305,0.42175711056752396,0.6255656948136344,0.7636363636363637,0.45728784888638285
"ElasticNet (top-200, l1r=0.5) + SMOTE",SVR (rbf),1.0,auto,1.2119540075826247,0.9947955048896298,0.4217571105675243,0.6255656948136344,0.7636363636363637,0.45728784888638285
"ElasticNet (top-200, l1r=0.5) + SMOTE",SVR (rbf),10.0,scale,1.299101700096402,1.0288146883090727,0.33560810616086434,0.5690776572961593,0.7363636363636363,0.41007194244604317
"ElasticNet (top-200, l1r=0.5) + SMOTE",SVR (rbf),10.0,auto,1.2991017000964025,1.0288146883090732,0.3356081061608638,0.5690776572961593,0.7363636363636363,0.41007194244604317
"ElasticNet->PCA (top-200, 95%var) + SMOTE",SVR (rbf),0.1,scale,1.5306620509619209,1.2731531078749365,0.0776480868530407,0.4310747110625633,0.5727272727272728,0.17059616032334124
"ElasticNet->PCA (top-200, 95%var) + SMOTE",SVR (rbf),0.1,auto,1.5306620509619209,1.2731531078749365,0.0776480868530407,0.4310747110625633,0.5727272727272728,0.17059616032334124
"ElasticNet->PCA (top-200, 95%var) + SMOTE",SVR (rbf),1.0,scale,1.338160455433675,1.1314851334393385,0.2950563445378005,0.5400287750976571,0.6727272727272727,0.2891373801916933
"ElasticNet->PCA (top-200, 95%var) + SMOTE",SVR (rbf),1.0,auto,1.3381604554336748,1.1314851334393385,0.2950563445378007,0.5400287750976571,0.6727272727272727,0.2891373801916933
"ElasticNet->PCA (top-200, 95%var) + SMOTE",SVR (rbf),10.0,scale,1.3510804659495264,1.1339800598627447,0.2813780925236953,0.5265836351153399,0.7,0.2861831309484739
"ElasticNet->PCA (top-200, 95%var) + SMOTE",SVR (rbf),10.0,auto,1.3510804659495255,1.1339800598627436,0.28137809252369617,0.5265836351153399,0.7,0.2861831309484739
"Lasso (alpha=1.0, top-100) + SMOTE",SVR (rbf),0.1,scale,1.4092736553322636,1.1671195358827793,0.22523356280126372,0.554249028920397,0.6513761467889908,0.2569502948609941
"Lasso (alpha=1.0, top-100) + SMOTE",SVR (rbf),0.1,auto,1.4092736553322636,1.1671195358827793,0.22523356280126372,0.554249028920397,0.6513761467889908,0.2569502948609941
"Lasso (alpha=1.0, top-100) + SMOTE",SVR (rbf),1.0,scale,1.1997044178977623,0.9911985463325999,0.438527295385723,0.648773993545045,0.8256880733944955,0.5193498452012384
"Lasso (alpha=1.0, top-100) + SMOTE",SVR (rbf),1.0,auto,1.1997044178977623,0.9911985463325999,0.438527295385723,0.648773993545045,0.8256880733944955,0.5193498452012384
"Lasso (alpha=1.0, top-100) + SMOTE",SVR (rbf),10.0,scale,1.2242894244107225,1.0043497897965201,0.4152794894301577,0.6347116448929554,0.7706422018348624,0.4496521420725009
"Lasso (alpha=1.0, top-100) + SMOTE",SVR (rbf),10.0,auto,1.2242894244107225,1.0043497897965201,0.4152794894301577,0.6347116448929554,0.7706422018348624,0.4496521420725009
"Ridge (alpha=1.0, top-100) + SMOTE",SVR (rbf),0.1,scale,1.3521959914815456,1.1207050250956125,0.28672102880814776,0.6398700519507684,0.6697247706422018,0.3021710234824989
"Ridge (alpha=1.0, top-100) + SMOTE",SVR (rbf),0.1,auto,1.3521959914815456,1.1207050250956125,0.28672102880814776,0.6398700519507684,0.6697247706422018,0.3021710234824989
"Ridge (alpha=1.0, top-100) + SMOTE",SVR (rbf),1.0,scale,1.1228921232400193,0.8995854076556695,0.5081233541672561,0.7267664531967205,0.8348623853211009,0.6013986013986015
"Ridge (alpha=1.0, top-100) + SMOTE",SVR (rbf),1.0,auto,1.1228921232400193,0.8995854076556695,0.5081233541672561,0.7267664531967205,0.8348623853211009,0.6013986013986015
"Ridge (alpha=1.0, top-100) + SMOTE",SVR (rbf),10.0,scale,1.1032388237112878,0.8904966286352431,0.5251907127209325,0.7449488898389196,0.8440366972477065,0.6673984632272227
"Ridge (alpha=1.0, top-100) + SMOTE",SVR (rbf),10.0,auto,1.1032388237112878,0.8904966286352431,0.5251907127209325,0.7449488898389196,0.8440366972477065,0.6673984632272227
PCA (n_components=50) + SMOTE,SVR (rbf),0.1,scale,1.4682539774323464,1.1885684697718453,0.15902612596455168,0.5517362019528963,0.6146788990825688,0.23198011599005797
PCA (n_components=50) + SMOTE,SVR (rbf),0.1,auto,1.4682539774323464,1.1885684697718453,0.15902612596455168,0.5517362019528963,0.6146788990825688,0.23198011599005797
PCA (n_components=50) + SMOTE,SVR (rbf),1.0,scale,1.1846621550037688,0.9438945269586179,0.4525188615767072,0.6853474788795753,0.8256880733944955,0.5692530819434373
PCA (n_components=50) + SMOTE,SVR (rbf),1.0,auto,1.1846621550037688,0.9438945269586179,0.4525188615767072,0.6853474788795753,0.8256880733944955,0.5692530819434373
PCA (n_components=50) + SMOTE,SVR (rbf),10.0,scale,1.1591693911690628,0.9167662157299022,0.47582785127837834,0.682061839089994,0.8440366972477065,0.5707948243992607
PCA (n_components=50) + SMOTE,SVR (rbf),10.0,auto,1.1591693911690628,0.9167662157299022,0.47582785127837834,0.682061839089994,0.8440366972477065,0.5707948243992607
"Lasso->PCA (top-100, 95%var) + SMOTE",SVR (rbf),0.1,scale,1.4794444979087387,1.226920105837647,0.14615805417505312,0.5243416468241799,0.5779816513761468,0.19498343587316613
"Lasso->PCA (top-100, 95%var) + SMOTE",SVR (rbf),0.1,auto,1.4794444979087387,1.226920105837647,0.14615805417505312,0.5243416468241799,0.5779816513761468,0.19498343587316613
"Lasso->PCA (top-100, 95%var) + SMOTE",SVR (rbf),1.0,scale,1.2719560605424214,1.0569827321709697,0.36886196988333875,0.5869584501445253,0.7339449541284404,0.4046094750320103
"Lasso->PCA (top-100, 95%var) + SMOTE",SVR (rbf),1.0,auto,1.2719560605424214,1.0569827321709697,0.36886196988333875,0.5869584501445253,0.7339449541284404,0.4046094750320103
"Lasso->PCA (top-100, 95%var) + SMOTE",SVR (rbf),10.0,scale,1.2588056899322764,1.046858109530066,0.38184480036660107,0.5899880660543989,0.7339449541284404,0.39355105415460934
"Lasso->PCA (top-100, 95%var) + SMOTE",SVR (rbf),10.0,auto,1.2588056899322764,1.046858109530066,0.38184480036660107,0.5899880660543989,0.7339449541284404,0.39355105415460934
"Ridge->PCA (top-100, 95%var) + SMOTE",SVR (rbf),0.1,scale,1.4981432952659226,1.2228040907250248,0.12443812611117744,0.4674996043461291,0.6055045871559633,0.20047505938242294
"Ridge->PCA (top-100, 95%var) + SMOTE",SVR (rbf),0.1,auto,1.4981432952659226,1.2228040907250248,0.12443812611117744,0.4674996043461291,0.6055045871559633,0.20047505938242294
"Ridge->PCA (top-100, 95%var) + SMOTE",SVR (rbf),1.0,scale,1.253209460583257,1.0352329006843815,0.38732880598748365,0.6586024658160432,0.7155963302752294,0.45792736935341005
"Ridge->PCA (top-100, 95%var) + SMOTE",SVR (rbf),1.0,auto,1.253209460583257,1.0352329006843815,0.38732880598748365,0.6586024658160432,0.7155963302752294,0.45792736935341005
"Ridge->PCA (top-100, 95%var) + SMOTE",SVR (rbf),10.0,scale,1.2143146910289127,1.0027063584291633,0.4247685393324555,0.6870068929147174,0.7339449541284404,0.5104
"Ridge->PCA (top-100, 95%var) + SMOTE",SVR (rbf),10.0,auto,1.2143146910289127,1.0027063584291633,0.4247685393324555,0.6870068929147174,0.7339449541284404,0.5104
"ElasticNet (top-200, l1r=0.5) + SMOTE",SVR (rbf),0.1,scale,1.379381728084536,1.1573594822139204,0.2577519424408744,0.5867024262648177,0.6238532110091743,0.2442748091603053
"ElasticNet (top-200, l1r=0.5) + SMOTE",SVR (rbf),0.1,auto,1.379381728084536,1.1573594822139204,0.2577519424408744,0.5867024262648177,0.6238532110091743,0.2442748091603053
"ElasticNet (top-200, l1r=0.5) + SMOTE",SVR (rbf),1.0,scale,1.1695419476214552,0.9649027408766214,0.46640501604767703,0.6835695352704946,0.8623853211009175,0.5989425981873111
"ElasticNet (top-200, l1r=0.5) + SMOTE",SVR (rbf),1.0,auto,1.1695419476214552,0.9649027408766214,0.46640501604767703,0.6835695352704946,0.8623853211009175,0.5989425981873111
"ElasticNet (top-200, l1r=0.5) + SMOTE",SVR (rbf),10.0,scale,1.1774861905653038,0.9545890698605803,0.459131390402015,0.6788852465084364,0.8073394495412844,0.5290697674418605
"ElasticNet (top-200, l1r=0.5) + SMOTE",SVR (rbf),10.0,auto,1.1774861905653038,0.9545890698605803,0.459131390402015,0.6788852465084364,0.8073394495412844,0.5290697674418605
"ElasticNet->PCA (top-200, 95%var) + SMOTE",SVR (rbf),0.1,scale,1.5303857173605253,1.2631374894362666,0.0863456214214322,0.47527514439650886,0.6146788990825688,0.21082894106372785
"ElasticNet->PCA (top-200, 95%var) + SMOTE",SVR (rbf),0.1,auto,1.5303857173605253,1.2631374894362666,0.0863456214214322,0.47527514439650886,0.6146788990825688,0.21082894106372785
"ElasticNet->PCA (top-200, 95%var) + SMOTE",SVR (rbf),1.0,scale,1.2998059749149669,1.0901645366381838,0.34092143104881667,0.5961041920696367,0.7155963302752294,0.3924050632911392
"ElasticNet->PCA (top-200, 95%var) + SMOTE",SVR (rbf),1.0,auto,1.2998059749149669,1.0901645366381838,0.34092143104881667,0.5961041920696367,0.7155963302752294,0.3924050632911392
"ElasticNet->PCA (top-200, 95%var) + SMOTE",SVR (rbf),10.0,scale,1.3115868391582897,1.1010254922626455,0.3289200979945801,0.5784243208209378,0.7431192660550459,0.4028950542822679
"ElasticNet->PCA (top-200, 95%var) + SMOTE",SVR (rbf),10.0,auto,1.3115868391582897,1.1010254922626455,0.3289200979945801,0.5784243208209378,0.7431192660550459,0.4028950542822679
