dimension_reduction_type,model,max_depth,min_samples_split,rmse,mae,r2,spearman_r,within_1_acc
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,30.0,10,1.5991602262047833,1.1203896103896105,0.0229090753793445,0.45370878702295026,0.6909090909090909
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,,2,1.6264853351489357,1.0818181818181818,-0.010767627648489153,0.46100609529911646,0.7181818181818181
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,,5,1.6526302879612453,1.1318181818181818,-0.043523985951912314,0.4404941432480721,0.7
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,,10,1.6233158467058229,1.1264502164502166,-0.006832154214264419,0.46813500371344313,0.6909090909090909
"ElasticNet (top-200, l1r=0.5) + SMOTE",Decision Tree,10.0,2,1.90479456594201,1.4750078940667177,-0.3862683474423174,0.24900531605377504,0.5818181818181818
"ElasticNet (top-200, l1r=0.5) + SMOTE",Decision Tree,10.0,5,1.9071426488102878,1.4682075375604788,-0.3896882220223108,0.23759154306639263,0.6090909090909091
"ElasticNet (top-200, l1r=0.5) + SMOTE",Decision Tree,10.0,10,1.8260986673973756,1.3839559336931255,-0.27408821722039534,0.33076926670481677,0.6181818181818182
"ElasticNet (top-200, l1r=0.5) + SMOTE",Decision Tree,20.0,2,1.890165937881453,1.3727272727272728,-0.36505731156651633,0.28867040117931936,0.6454545454545455
"ElasticNet (top-200, l1r=0.5) + SMOTE",Decision Tree,20.0,5,1.9266538219137732,1.46969696969697,-0.4182683030373202,0.28184900415209885,0.5909090909090909
"ElasticNet (top-200, l1r=0.5) + SMOTE",Decision Tree,20.0,10,1.7881234310020382,1.3411832611832613,-0.22164777525125068,0.32573645601579765,0.6454545454545455
"ElasticNet (top-200, l1r=0.5) + SMOTE",Decision Tree,30.0,2,1.9306145983268455,1.490909090909091,-0.4241055922195207,0.25330390047826007,0.5727272727272728
"ElasticNet (top-200, l1r=0.5) + SMOTE",Decision Tree,30.0,5,1.847466187276864,1.3666666666666667,-0.3040793485392306,0.3082953261187454,0.6090909090909091
"ElasticNet (top-200, l1r=0.5) + SMOTE",Decision Tree,30.0,10,1.8052174766337896,1.3848448773448774,-0.24511675989526704,0.3110157204827671,0.6363636363636364
"ElasticNet (top-200, l1r=0.5) + SMOTE",Decision Tree,,2,1.868397465987655,1.4363636363636363,-0.33379645710316086,0.3081016622470413,0.6090909090909091
"ElasticNet (top-200, l1r=0.5) + SMOTE",Decision Tree,,5,1.8809081999304635,1.375,-0.3517183821542975,0.2759260121637197,0.6181818181818182
"ElasticNet (top-200, l1r=0.5) + SMOTE",Decision Tree,,10,1.8715208924816238,1.4442063492063495,-0.3382596374069937,0.2867521357444647,0.6
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Decision Tree,10.0,2,1.963312981921792,1.5056406428820222,-0.472753612879786,0.2537142374873871,0.5363636363636364
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Decision Tree,10.0,5,1.9042614613585853,1.4996954769368565,-0.3854924920239975,0.302041473734053,0.5363636363636364
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Decision Tree,10.0,10,1.8805961123182173,1.4903051450465246,-0.35126985461376603,0.3007155722247979,0.5454545454545454
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Decision Tree,20.0,2,1.9045400303676285,1.4636363636363636,-0.38589788120875324,0.2931177866380574,0.5636363636363636
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Decision Tree,20.0,5,1.8914180186336709,1.4537878787878789,-0.36686638879240485,0.31541652950433285,0.5636363636363636
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Decision Tree,20.0,10,1.877725491118411,1.4893145743145746,-0.34714773254444786,0.28899063008425124,0.5454545454545454
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Decision Tree,30.0,2,1.868397465987655,1.4181818181818182,-0.33379645710316086,0.35689638357660136,0.5636363636363636
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Decision Tree,30.0,5,2.000725878376156,1.5393939393939395,-0.5294180077959167,0.24183087365902123,0.5181818181818182
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Decision Tree,30.0,10,1.795836917118144,1.4386616161616164,-0.232210231390358,0.3265439278136175,0.5545454545454546
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Decision Tree,,2,1.894969416879621,1.4636363636363636,-0.37200416811392856,0.30337969515560204,0.5636363636363636
"ElasticNet->PCA (top-200, 95%var) + SMOTE",Decision Tree,,5,1.8249809740256349,1.403030303030303,-0.272529041719733,0.3486785002095916,0.5636363636363636
