dimension_reduction_type,model,max_depth,min_samples_split,rmse,mae,r2,spearman_r,within_1_acc
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,20.0,2,1.9116865471476894,1.4181818181818182,-0.39631816602987135,0.33515875702253073,0.5818181818181818
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,20.0,5,1.8465262226432342,1.393181818181818,-0.3027526919069119,0.3616789815374109,0.6090909090909091
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,20.0,10,1.7713554500882294,1.325757575757576,-0.1988433982678015,0.3721841582819958,0.6272727272727273
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,30.0,2,1.9400093720485898,1.4545454545454546,-0.43799930531434517,0.30151789507559884,0.5727272727272728
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,30.0,5,1.8533173914727485,1.3613636363636363,-0.3123528617189608,0.34822089676820256,0.6181818181818182
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,30.0,10,1.8464242141979252,1.3588023088023087,-0.302608758823921,0.3445896610662297,0.6090909090909091
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,,2,1.894969416879621,1.4272727272727272,-0.37200416811392834,0.3322783203218655,0.5727272727272728
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,,5,1.7994633038264998,1.384090909090909,-0.23719173324070852,0.3777858929487466,0.6
"Lasso->PCA (top-100, 95%var) + SMOTE",Decision Tree,,10,1.8313534958731201,1.4057900432900432,-0.2814314656239554,0.32124786789182685,0.5909090909090909
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,2,1.8489596360731158,1.3440630386802639,-0.30618857568961144,0.33156421817749343,0.6
"Ridge->PCA (top-100, 95%var) + SMOTE",Decision Tree,10.0,5,1.7025228107571833,1.2479335620962417,-0.10748256799701039,0.40125793633663165,0.6363636363636364
